REG,DEP,ARR,SEXE,AGE,AGE6,ACTEU,DIP7,PCS1Q,ANCCHOM,HHID,HH_TAILLE,HH_AGE,HH_DIP,HH_PCS,IS_CHOM
28,61,611,1,33,25,1,1,40,99,2439,8,46,2,51,0
28,61,611,2,46,25,1,2,51,99,2439,8,46,2,51,0
76,81,811,2,35,25,1,1,30,99,4966,8,47,1,30,0
76,81,811,1,47,25,1,1,30,99,4966,8,47,1,30,0
11,75,751,2,48,25,1,2,30,99,3397,8,48,2,30,0
11,75,751,1,31,25,1,2,30,99,3397,8,48,2,30,0
11,78,783,1,66,65,3,2,99,99,4519,8,85,2,99,0
11,78,783,2,72,65,3,2,99,99,4519,8,85,2,99,0
28,14,142,1,53,50,1,1,30,99,499,4,62,1,30,0
11,93,932,1,70,65,3,2,99,99,6786,8,83,2,99,0
11,93,932,2,58,50,3,2,99,99,6786,8,83,2,99,0
11,78,781,2,37,25,1,1,30,99,4787,8,45,1,30,0
11,78,781,2,21,15,3,6,99,99,4787,8,45,1,30,0
11,94,942,1,48,25,1,4,10,99,6835,8,48,4,10,0
11,94,942,2,25,25,1,5,52,99,6835,8,48,4,10,0
28,76,763,2,53,50,1,4,40,99,3701,8,59,4,40,0
28,76,763,1,54,50,1,5,10,99,3701,8,59,4,40,0
76,31,311,2,87,65,3,7,99,99,1189,8,87,7,99,0
76,31,311,1,68,65,3,7,99,99,1189,8,87,7,99,0
11,93,932,1,70,65,3,5,99,99,6440,8,87,5,99,0
11,93,932,2,87,65,3,5,99,99,6440,8,87,5,99,0
76,31,313,2,57,50,3,3,99,99,1293,8,62,3,99,0
76,31,313,1,59,50,3,3,99,99,1293,8,62,3,99,0
11,94,941,2,58,50,1,6,51,99,6886,6,58,6,51,0
11,94,941,1,35,25,3,5,99,99,6886,6,58,6,51,0
11,93,932,2,89,65,3,5,99,99,6480,8,89,5,99,0
11,93,932,1,86,65,3,5,99,99,6480,8,89,5,99,0
76,32,321,1,80,65,3,7,99,99,1697,4,80,7,99,0
76,31,313,1,38,25,1,1,30,99,1431,8,46,1,30,0
76,31,313,2,32,25,1,3,40,99,1431,8,46,1,30,0
11,92,921,1,41,25,1,5,61,99,5790,8,46,5,61,0
11,92,921,2,28,25,1,3,52,99,5790,8,46,5,61,0
11,95,952,2,81,65,3,6,99,99,7351,8,88,6,99,0
11,95,952,1,83,65,3,7,99,99,7351,8,88,6,99,0
11,95,953,2,62,50,1,6,52,99,7667,8,85,5,99,0
11,95,953,1,71,65,3,5,99,99,7667,8,85,5,99,0
28,76,762,2,59,50,3,5,99,99,3659,6,62,5,99,0
28,76,762,1,54,50,3,5,99,99,3659,6,62,5,99,0
76,81,812,1,61,50,1,4,40,99,4934,10,83,7,99,0
76,81,812,2,83,65,3,7,99,99,4934,10,83,7,99,0
11,93,933,2,52,50,1,3,40,99,6551,7,64,3,40,0
11,93,933,1,50,50,1,3,30,99,6551,7,64,3,40,0
28,76,763,1,85,65,3,5,99,99,3804,6,85,5,99,0
28,76,763,2,74,65,1,4,51,99,3804,6,85,5,99,0
11,92,921,1,64,50,3,5,99,99,5828,2,83,5,99,0
11,92,921,2,83,65,3,5,99,99,5828,2,83,5,99,0
11,78,781,1,70,65,3,7,99,99,4508,8,82,7,99,0
11,78,781,2,81,65,3,7,99,99,4508,8,82,7,99,0
76,31,313,1,42,25,1,5,51,99,1453,3,49,5,51,0
11,91,911,2,73,65,3,1,99,99,5416,4,83,1,99,0
28,27,272,2,47,25,1,2,51,99,689,8,47,2,51,0
28,27,272,1,33,25,1,5,61,99,689,8,47,2,51,0
11,95,953,2,70,65,3,4,99,99,7712,8,86,4,99,0
11,95,953,1,79,65,3,5,99,99,7712,8,86,4,99,0
11,91,911,1,29,25,1,2,40,99,5502,8,46,2,40,0
11,91,911,2,31,25,1,4,51,99,5502,8,46,2,40,0
76,66,662,1,82,65,3,3,99,99,2565,8,83,3,99,0
76,66,662,2,78,65,3,5,99,99,2565,8,83,3,99,0
76,34,341,1,41,25,1,4,40,99,2091,9,46,2,30,0
76,34,341,2,27,25,1,2,30,99,2091,9,46,2,30,0
76,34,341,2,20,15,3,6,99,99,2091,9,46,2,30,0
11,92,922,2,78,65,3,3,99,99,6060,8,89,3,99,0
11,92,922,1,76,65,3,5,99,99,6060,8,89,3,99,0
28,14,142,1,57,50,1,5,20,99,481,4,61,5,20,0
76,82,822,1,76,65,3,2,99,99,5079,4,88,2,99,0
11,75,751,2,39,25,1,4,51,99,3084,10,47,4,52,0
11,75,751,1,44,25,1,5,30,99,3084,10,47,4,52,0
11,75,751,2,18,15,3,6,99,99,3084,10,47,4,52,0
11,92,923,2,62,50,1,5,51,99,6190,8,63,5,99,0
11,92,923,1,50,50,2,5,99,3,6190,8,63,5,99,1
11,75,751,1,79,65,3,7,99,99,2805,4,88,7,99,0
11,93,933,2,60,50,1,5,51,99,6588,8,63,5,62,0
11,93,933,1,53,50,1,5,62,99,6588,8,63,5,62,0
11,94,942,1,50,50,3,5,99,99,7133,8,62,6,99,0
11,94,942,2,51,50,3,6,99,99,7133,8,62,6,99,0
76,34,341,1,28,25,1,5,10,99,1926,4,37,5,10,0
11,77,772,1,53,50,1,5,61,99,4284,9,54,5,61,0
11,77,772,1,19,15,1,5,61,99,4284,9,54,5,61,0
11,77,772,1,16,15,1,6,52,99,4284,9,54,5,61,0
11,93,931,2,76,65,3,7,99,99,6556,4,87,7,99,0
11,95,951,1,73,65,3,5,99,99,7322,4,88,5,99,0
76,34,343,1,18,15,1,5,61,99,1756,4,20,5,61,0
76,31,313,1,62,50,2,5,99,8,1606,8,64,7,99,1
76,31,313,2,52,50,3,7,99,99,1606,8,64,7,99,0
11,95,953,2,15,15,1,4,51,99,7296,4,19,4,40,0
76,34,341,1,56,50,1,3,30,99,2063,11,61,3,30,0
76,34,341,2,35,25,1,3,40,99,2063,11,61,3,30,0
76,34,341,1,18,15,3,7,99,99,2063,11,61,3,30,0
76,34,341,1,44,25,1,4,10,99,1828,16,63,7,10,0
76,34,341,2,50,50,1,7,10,99,1828,16,63,7,10,0
76,34,341,1,22,15,2,5,99,3,1828,16,63,7,10,1
76,34,341,1,23,15,3,6,99,99,1828,16,63,7,10,0
28,14,142,2,44,25,1,1,40,99,526,8,47,2,40,0
28,14,142,1,46,25,1,2,40,99,526,8,47,2,40,0
76,11,111,2,56,50,1,7,52,99,117,8,64,5,61,0
76,11,111,1,55,50,1,5,61,99,117,8,64,5,61,0
28,14,142,2,63,50,3,5,99,99,338,4,63,5,99,0
76,34,341,2,30,25,2,5,99,2,1706,6,48,5,99,1
76,34,341,1,16,15,2,7,99,3,1706,6,48,5,99,1
76,34,341,1,78,65,3,5,99,99,1936,4,86,5,99,0
11,92,922,1,18,15,1,4,61,99,5840,4,23,4,61,0
11,75,751,1,31,25,1,3,40,99,3270,8,49,4,51,0
11,75,751,2,32,25,1,4,51,99,3270,8,49,4,51,0
11,93,933,2,75,65,3,4,99,99,6431,8,86,4,99,0
11,93,933,1,82,65,3,4,99,99,6431,8,86,4,99,0
28,76,761,2,60,50,3,7,99,99,3546,8,80,6,99,0
28,76,761,1,79,65,3,6,99,99,3546,8,80,6,99,0
76,30,302,1,55,50,3,6,99,99,1102,4,64,6,99,0
76,30,302,1,61,50,3,4,99,99,1118,4,61,4,99,0
76,82,822,2,53,50,1,7,20,99,5166,4,58,7,99,0
11,92,922,2,39,25,1,4,52,99,5981,12,64,7,62,0
11,92,922,1,64,50,1,7,62,99,5981,12,64,7,62,0
11,92,922,2,22,15,1,3,52,99,5981,12,64,7,62,0
11,94,942,2,29,25,1,3,40,99,7209,4,42,3,40,0
11,93,932,2,79,65,3,4,99,99,6738,4,81,4,99,0
11,78,782,1,18,15,1,2,61,99,4540,4,22,2,61,0
11,78,783,2,70,65,3,1,99,99,4630,6,85,1,30,0
11,78,783,1,85,65,1,1,30,99,4630,6,85,1,30,0
28,27,271,1,77,65,3,5,99,99,700,8,87,5,99,0
28,27,271,2,66,65,3,5,99,99,700,8,87,5,99,0
11,92,922,2,52,50,3,5,99,99,5704,8,85,5,99,0
11,92,922,1,72,65,3,5,99,99,5704,8,85,5,99,0
11,95,953,2,46,25,1,2,51,99,7304,9,48,2,51,0
11,95,953,1,32,25,1,4,51,99,7304,9,48,2,51,0
11,95,953,1,23,15,3,6,99,99,7304,9,48,2,51,0
11,75,751,1,28,25,1,4,61,99,2749,6,45,3,10,0
11,75,751,2,41,25,1,3,10,99,2749,6,45,3,10,0
11,95,951,1,37,25,1,1,30,99,7493,4,39,1,30,0
11,95,951,2,30,25,1,1,30,99,7493,4,39,1,30,0
28,14,142,1,45,25,1,3,51,99,322,4,45,3,51,0
28,76,761,1,33,25,1,4,0,99,3622,8,46,3,40,0
28,76,761,2,46,25,1,3,40,99,3622,8,46,3,40,0
11,92,921,2,85,65,3,7,99,99,5705,8,88,7,99,0
11,92,921,1,74,65,3,6,99,99,5705,8,88,7,99,0
11,77,771,1,67,65,3,4,99,99,4341,4,88,4,99,0
11,78,784,2,43,25,1,3,40,99,4475,8,49,3,40,0
11,78,784,1,49,25,1,4,40,99,4475,8,49,3,40,0
28,76,763,2,47,25,1,3,40,99,3875,8,47,3,40,0
28,76,763,2,41,25,1,3,40,99,3875,8,47,3,40,0
11,93,932,2,60,50,1,2,30,99,6777,9,63,2,30,0
11,93,932,1,57,50,1,3,30,99,6777,9,63,2,30,0
11,93,932,2,48,25,1,1,30,99,6282,8,48,1,30,0
11,93,932,1,45,25,1,5,40,99,6282,8,48,1,30,0
11,75,751,1,47,25,1,1,30,99,3278,19,48,1,30,0
11,75,751,2,47,25,1,1,30,99,3278,19,48,1,30,0
11,75,751,1,21,15,1,4,52,99,3278,19,48,1,30,0
11,75,751,1,18,15,3,4,99,99,3278,19,48,1,30,0
11,75,751,1,24,15,3,6,99,99,3278,19,48,1,30,0
28,76,763,1,37,25,1,2,40,99,3724,3,49,2,40,0
11,93,931,2,48,25,1,1,30,99,6554,3,48,1,30,0
11,78,784,2,38,25,1,2,40,99,4816,6,43,2,40,0
11,78,784,1,32,25,1,2,30,99,4816,6,43,2,40,0
11,91,913,1,55,50,1,1,30,99,5580,10,62,1,30,0
11,91,913,2,36,25,1,1,30,99,5580,10,62,1,30,0
11,92,922,2,77,65,3,4,99,99,5955,8,87,4,99,0
11,92,922,1,71,65,3,4,99,99,5955,8,87,4,99,0
94,2A,2A4,2,68,65,3,4,99,99,770,8,86,1,99,0
94,2A,2A4,1,77,65,3,1,99,99,770,8,86,1,99,0
11,94,941,1,37,25,1,1,30,99,7285,3,63,1,99,0
76,34,343,1,49,25,1,1,30,99,1984,4,49,1,30,0
11,94,941,1,28,25,1,1,30,99,7099,6,46,1,40,0
11,94,941,2,46,25,1,1,40,99,7099,6,46,1,40,0
76,31,313,1,65,65,3,5,99,99,1496,8,83,6,99,0
76,31,313,2,83,65,3,6,99,99,1496,8,83,6,99,0
11,91,911,1,87,65,2,7,99,8,5394,16,87,7,99,1
11,91,911,2,63,50,1,5,40,99,5394,16,87,7,99,0
11,91,911,2,35,25,1,1,30,99,5394,16,87,7,99,0
11,91,911,1,18,15,1,2,40,99,5394,16,87,7,99,0
28,61,611,2,25,25,1,3,30,99,2382,4,38,3,30,0
11,93,932,2,47,25,1,3,30,99,6624,4,47,3,30,0
28,27,271,2,31,25,1,1,30,99,738,8,62,5,61,0
28,27,271,1,54,50,1,5,61,99,738,8,62,5,61,0
11,93,931,1,36,25,1,1,30,99,6609,3,39,1,30,0
11,78,783,2,43,25,1,3,30,99,4818,4,43,3,30,0
76,48,482,1,59,50,2,2,99,4,2206,8,63,2,99,1
76,48,482,2,57,50,1,2,30,99,2206,8,63,2,99,0
28,14,142,1,55,50,3,6,99,99,418,8,64,3,40,0
28,14,142,2,54,50,1,3,40,99,418,8,64,3,40,0
76,66,661,1,46,25,1,2,61,99,2611,8,46,2,61,0
76,66,661,2,42,25,3,5,99,99,2611,8,46,2,61,0
76,65,651,2,61,50,1,5,51,99,2557,4,61,5,51,0
28,76,763,2,28,25,1,1,30,99,3657,3,40,1,30,0
11,77,772,1,36,25,1,1,30,99,4367,4,39,1,30,0
11,77,772,2,39,25,1,1,30,99,4367,4,39,1,30,0
76,34,343,2,46,25,1,9,30,99,1829,2,46,9,30,0
11,77,775,2,86,65,3,7,99,99,4173,4,86,7,99,0
11,93,932,2,82,65,3,7,99,99,6571,4,86,7,99,0
76,31,313,2,54,50,1,5,40,99,1537,8,64,5,40,0
76,31,313,1,55,50,1,4,30,99,1537,8,64,5,40,0
76,31,313,1,25,25,1,2,20,99,1193,4,43,2,20,0
28,76,763,2,36,25,1,4,51,99,3823,4,38,4,51,0
11,91,913,2,28,25,1,5,52,99,5525,13,48,4,61,0
11,91,913,1,34,25,1,4,61,99,5525,13,48,4,61,0
11,91,913,1,23,15,3,6,99,99,5525,13,48,4,61,0
76,34,341,2,56,50,3,7,99,99,2029,10,84,7,99,0
76,34,341,1,18,15,1,7,52,99,2029,10,84,7,99,0
11,77,775,2,86,65,3,3,99,99,4269,4,86,3,99,0
11,77,774,2,30,25,1,7,30,99,4399,8,46,7,61,0
11,77,774,1,46,25,1,7,61,99,4399,8,46,7,61,0
11,93,931,1,60,50,1,1,30,99,6344,2,60,1,30,0
76,31,313,2,57,50,1,1,30,99,1609,7,57,1,30,0
76,31,313,1,26,25,1,4,52,99,1609,7,57,1,30,0
76,31,313,1,19,15,3,6,99,99,1609,7,57,1,30,0
11,78,784,1,63,50,1,1,30,99,4907,8,63,1,30,0
11,78,784,2,35,25,1,1,30,99,4907,8,63,1,30,0
11,92,922,2,16,15,1,4,40,99,6092,1,16,4,40,0
11,77,771,1,51,50,1,6,61,99,4286,4,64,6,61,0
11,94,941,2,61,50,1,1,40,99,6864,8,64,1,40,0
11,94,941,1,16,15,3,4,99,99,6864,8,64,1,40,0
11,92,922,1,35,25,1,2,51,99,6189,4,47,2,51,0
11,93,933,2,49,25,2,2,99,5,6505,3,49,2,99,1
11,75,751,1,33,25,1,6,52,99,3348,3,40,6,40,0
76,32,323,2,60,50,1,7,52,99,1686,4,60,7,52,0
76,32,323,2,17,15,1,2,51,99,1686,4,60,7,52,0
11,75,751,2,87,65,3,3,99,99,3223,4,87,3,99,0
11,91,913,2,33,25,1,1,30,99,5507,4,41,1,30,0
11,95,953,2,45,25,1,1,30,99,7530,3,45,1,30,0
11,77,775,2,34,25,1,3,30,99,4095,4,47,3,30,0
76,34,343,1,53,50,1,7,52,99,2014,8,64,7,52,0
76,34,343,2,30,25,1,7,40,99,2014,8,64,7,52,0
11,94,942,1,52,50,1,5,61,99,7245,8,57,5,61,0
11,94,942,2,36,25,3,7,99,99,7245,8,57,5,61,0
11,92,922,2,29,25,1,7,40,99,5807,4,42,7,40,0
76,12,123,2,53,50,1,5,52,99,262,6,56,5,52,0
76,12,123,1,56,50,3,7,99,99,262,6,56,5,52,0
76,12,123,1,20,15,1,6,40,99,262,6,56,5,52,0
11,92,922,1,80,65,3,3,99,99,5714,16,80,3,99,0
11,92,922,2,60,50,1,2,62,99,5714,16,80,3,99,0
11,92,922,1,31,25,1,1,30,99,5714,16,80,3,99,0
11,92,922,2,42,25,1,1,30,99,5714,16,80,3,99,0
11,94,943,2,53,50,1,3,40,99,7250,16,64,3,40,0
11,94,943,1,57,50,1,3,30,99,7250,16,64,3,40,0
11,94,943,2,16,15,1,2,52,99,7250,16,64,3,40,0
11,94,943,1,17,15,1,4,52,99,7250,16,64,3,40,0
11,93,933,2,38,25,3,4,99,99,6629,8,49,4,99,0
11,93,933,1,38,25,1,5,52,99,6629,8,49,4,99,0
76,81,812,1,42,25,1,5,52,99,5060,2,45,7,99,0
76,81,812,2,45,25,3,7,99,99,5060,2,45,7,99,0
11,91,913,1,74,65,3,5,99,99,5236,8,88,7,99,0
11,91,913,2,86,65,3,7,99,99,5236,8,88,7,99,0
11,77,775,2,47,25,1,2,30,99,4365,1,47,2,30,0
11,75,751,1,28,25,1,7,40,99,3434,3,47,7,40,0
76,81,811,2,79,65,3,7,99,99,5012,8,84,7,99,0
76,81,811,1,84,65,3,7,99,99,5012,8,84,7,99,0
11,95,952,2,55,50,1,5,52,99,7461,10,87,7,99,0
11,95,952,1,86,65,3,7,99,99,7461,10,87,7,99,0
28,14,143,2,78,65,3,7,99,99,394,12,87,7,99,0
28,14,143,1,77,65,3,7,99,99,394,12,87,7,99,0
28,14,143,1,31,25,3,7,99,99,394,12,87,7,99,0
11,92,922,1,75,65,3,5,99,99,5958,4,77,5,99,0
76,46,461,1,88,65,3,6,99,99,2134,4,88,6,99,0
11,91,913,2,49,25,1,4,51,99,5550,12,59,5,30,0
11,91,913,1,56,50,1,5,30,99,5550,12,59,5,30,0
11,91,913,1,21,15,3,4,99,99,5550,12,59,5,30,0
28,76,763,2,61,50,1,3,40,99,3720,4,63,3,40,0
28,76,763,1,62,50,2,2,99,5,3842,4,64,2,99,1
76,31,313,2,67,65,3,7,99,99,1185,3,85,7,99,0
11,92,921,2,59,50,3,7,99,99,5685,5,64,6,99,0
11,92,921,1,53,50,3,5,99,99,5685,5,64,6,99,0
11,92,921,2,17,15,1,4,40,99,5685,5,64,6,99,0
11,92,923,1,66,65,3,7,99,99,5811,16,88,7,99,0
11,92,923,2,77,65,3,7,99,99,5811,16,88,7,99,0
11,92,923,1,35,25,1,4,52,99,5811,16,88,7,99,0
11,92,923,1,36,25,1,4,52,99,5811,16,88,7,99,0
76,81,811,1,54,50,3,7,99,99,4969,4,62,7,99,0
76,12,123,2,28,25,1,5,51,99,189,4,38,5,51,0
28,27,271,1,79,65,3,7,99,99,615,8,80,7,99,0
28,27,271,2,59,50,3,5,99,99,615,8,80,7,99,0
11,92,921,2,42,25,1,3,51,99,5889,15,63,6,52,0
11,92,921,1,63,50,1,6,52,99,5889,15,63,6,52,0
11,92,921,2,22,15,1,4,51,99,5889,15,63,6,52,0
11,92,921,2,18,15,3,6,99,99,5889,15,63,6,52,0
11,92,921,1,22,15,1,4,40,99,5889,15,63,6,52,0
76,66,661,2,54,50,1,7,52,99,2714,8,62,7,52,0
76,66,661,2,55,50,1,5,20,99,2714,8,62,7,52,0
11,94,943,2,33,25,1,7,20,99,7232,7,45,7,20,0
28,14,142,2,43,25,3,4,99,99,365,4,43,4,99,0
76,66,661,1,82,65,3,6,99,99,2660,6,87,6,99,0
76,66,661,2,54,50,1,6,51,99,2660,6,87,6,99,0
76,31,311,2,58,50,1,7,62,99,1191,22,62,7,62,0
76,31,311,1,51,50,2,7,99,2,1191,22,62,7,62,1
76,31,311,2,20,15,1,3,52,99,1191,22,62,7,62,0
76,31,311,2,16,15,1,3,40,99,1191,22,62,7,62,0
76,31,311,2,19,15,1,4,51,99,1191,22,62,7,62,0
76,31,311,2,22,15,3,5,99,99,1191,22,62,7,62,0
76,30,301,2,44,25,2,5,99,4,1082,9,45,5,99,1
76,30,301,1,38,25,2,7,99,4,1082,9,45,5,99,1
28,76,763,1,58,50,2,5,99,4,3542,4,62,5,99,1
11,78,781,1,77,65,3,3,99,99,4677,4,87,3,99,0
76,48,482,2,62,50,1,6,52,99,2189,8,64,6,52,0
76,48,482,1,62,50,1,6,52,99,2189,8,64,6,52,0
76,34,343,2,52,50,1,5,51,99,1941,4,63,5,51,0
11,75,751,1,88,65,3,7,99,99,2829,8,88,7,99,0
11,75,751,2,27,25,3,7,99,99,2829,8,88,7,99,0
11,78,782,2,26,25,3,4,99,99,4574,8,47,4,99,0
11,78,782,2,19,15,3,6,99,99,4574,8,47,4,99,0
11,93,932,2,41,25,1,4,51,99,6227,5,43,4,51,0
11,93,932,2,20,15,3,6,99,99,6227,5,43,4,51,0
11,75,751,1,59,50,1,7,40,99,3358,8,87,4,99,0
11,75,751,2,87,65,3,4,99,99,3358,8,87,4,99,0
11,75,751,2,72,65,3,6,99,99,3175,4,88,6,99,0
11,94,942,2,70,65,3,7,99,99,7029,4,73,7,99,0
76,66,661,2,84,65,3,7,99,99,2625,4,84,7,99,0
28,27,272,1,84,65,3,7,99,99,691,8,85,7,99,0
28,27,272,2,53,50,3,5,99,99,691,8,85,7,99,0
11,75,751,1,56,50,3,7,99,99,2739,4,63,7,99,0
11,94,942,1,61,50,1,7,10,99,7147,12,61,7,10,0
11,94,942,2,43,25,3,3,99,99,7147,12,61,7,10,0
11,94,942,2,23,15,3,6,99,99,7147,12,61,7,10,0
11,94,941,2,56,50,3,7,99,99,7075,7,64,7,99,0
11,78,782,1,86,65,3,5,99,99,4913,4,86,5,99,0
28,14,142,2,55,50,1,5,52,99,520,4,55,5,52,0
76,65,653,2,48,25,1,3,20,99,2544,4,48,3,20,0
11,95,952,2,51,50,1,5,61,99,7545,6,82,7,99,0
11,95,952,2,82,65,3,7,99,99,7545,6,82,7,99,0
28,50,502,2,35,25,1,4,52,99,2297,12,45,4,99,0
28,50,502,1,32,25,1,4,40,99,2297,12,45,4,99,0
28,50,502,2,17,15,3,6,99,99,2297,12,45,4,99,0
11,95,953,2,85,65,3,7,99,99,7527,4,88,7,99,0
76,34,343,1,33,25,1,3,51,99,1910,1,33,3,51,0
94,2B,2B2,1,53,50,1,7,62,99,858,16,62,7,99,0
94,2B,2B2,2,49,25,1,7,62,99,858,16,62,7,99,0
94,2B,2B2,2,44,25,3,7,99,99,858,16,62,7,99,0
28,61,611,2,62,50,3,7,99,99,2438,4,62,7,99,0
11,77,775,1,31,25,1,1,30,99,4206,4,40,1,30,0
11,93,932,2,52,50,1,2,30,99,6466,8,63,2,30,0
11,93,932,1,27,25,1,1,30,99,6466,8,63,2,30,0
76,12,122,1,29,25,1,4,51,99,190,6,47,3,51,0
76,12,122,2,47,25,1,3,51,99,190,6,47,3,51,0
11,94,943,2,56,50,2,7,99,8,7062,4,63,7,99,1
11,75,751,2,72,65,3,7,99,99,3383,4,86,7,99,0
76,31,313,2,29,25,1,4,40,99,1600,6,47,6,52,0
76,31,313,1,47,25,1,6,52,99,1600,6,47,6,52,0
11,93,932,2,71,65,3,3,99,99,6533,4,82,3,99,0
76,31,313,2,34,25,1,4,51,99,1452,6,49,4,51,0
11,78,784,1,71,65,3,7,99,99,4573,3,88,7,99,0
11,95,952,2,81,65,3,7,99,99,7344,4,87,7,99,0
11,75,751,2,79,65,3,7,99,99,3187,4,79,7,99,0
11,91,913,2,44,25,1,7,52,99,5557,6,44,7,52,0
11,91,913,1,39,25,1,7,61,99,5557,6,44,7,52,0
11,93,933,2,29,25,1,5,52,99,6634,4,45,5,52,0
76,30,302,2,30,25,2,5,99,8,974,4,49,5,99,1
11,94,941,2,79,65,3,7,99,99,6815,4,86,7,99,0
76,11,111,1,47,25,1,1,40,99,108,8,47,1,40,0
76,11,111,2,21,15,1,4,51,99,108,8,47,1,40,0
11,93,932,2,69,65,3,7,99,99,6696,8,82,7,99,0
11,93,932,1,80,65,3,1,99,99,6696,8,82,7,99,0
11,77,771,1,29,25,1,4,40,99,4073,4,43,4,99,0
11,77,771,2,30,25,1,4,51,99,4073,4,43,4,99,0
76,30,302,2,77,65,3,1,99,99,997,8,86,1,99,0
76,30,302,1,62,50,1,1,30,99,997,8,86,1,99,0
28,27,271,2,80,65,3,6,99,99,665,4,88,6,99,0
11,91,913,2,39,25,1,6,40,99,5413,4,44,6,40,0
76,30,302,1,54,50,3,7,99,99,917,16,62,7,99,0
76,30,302,1,37,25,2,7,99,5,917,16,62,7,99,1
76,30,302,2,29,25,2,5,99,8,917,16,62,7,99,1
76,30,302,1,37,25,2,5,99,8,917,16,62,7,99,1
11,93,932,1,55,50,3,7,99,99,6312,4,60,7,99,0
28,61,611,2,32,25,3,7,99,99,2390,8,42,7,99,0
28,61,611,2,15,15,3,6,99,99,2390,8,42,7,99,0
76,31,313,2,46,25,1,3,40,99,1305,4,46,3,40,0
11,75,751,1,48,25,3,7,99,99,2988,8,49,7,99,0
11,75,751,2,25,25,2,7,99,8,2988,8,49,7,99,1
76,31,313,1,88,65,3,7,99,99,1546,4,88,7,99,0
11,93,931,2,59,50,1,3,40,99,6443,4,64,2,99,0
11,93,931,1,64,50,3,2,99,99,6443,4,64,2,99,0
11,95,953,1,48,25,1,4,51,99,7699,8,48,4,51,0
11,95,953,2,33,25,3,7,99,99,7699,8,48,4,51,0
28,14,141,2,52,50,1,4,51,99,502,15,62,4,51,0
28,14,141,1,59,50,1,5,61,99,502,15,62,4,51,0
28,14,141,1,21,15,2,4,99,3,502,15,62,4,51,1
28,14,141,2,42,25,3,2,99,99,502,15,62,4,51,0
28,61,611,1,69,65,3,7,99,99,2391,7,69,7,99,0
11,95,952,2,75,65,3,7,99,99,7565,4,89,7,99,0
11,77,775,1,81,65,3,5,99,99,4319,2,81,5,99,0
11,77,775,2,52,50,1,5,40,99,4319,2,81,5,99,0
11,92,922,2,53,50,1,3,51,99,5654,4,60,3,51,0
11,92,923,2,57,50,1,4,51,99,6075,16,60,4,51,0
11,92,923,1,42,25,1,6,20,99,6075,16,60,4,51,0
11,92,923,1,42,25,2,4,99,3,6075,16,60,4,51,1
11,92,923,2,28,25,3,4,99,99,6075,16,60,4,51,0
11,78,784,1,37,25,1,5,20,99,4833,4,47,5,20,0
11,78,784,2,37,25,1,6,52,99,4833,4,47,5,20,0
11,91,913,1,49,25,1,5,40,99,5519,8,49,5,40,0
11,91,913,2,42,25,3,5,99,99,5519,8,49,5,40,0
28,76,761,2,28,25,2,3,99,8,3855,4,41,3,99,1
28,50,501,1,36,25,1,2,40,99,2214,8,44,1,30,0
28,50,501,2,42,25,1,1,30,99,2214,8,44,1,30,0
11,95,951,1,85,65,3,7,99,99,7526,4,87,7,99,0
76,30,302,2,31,25,1,3,40,99,1000,4,44,3,40,0
28,61,611,1,25,25,1,5,10,99,2465,3,43,5,10,0
76,34,343,1,82,65,3,4,99,99,1894,8,88,4,99,0
76,34,343,2,65,65,3,3,99,99,1894,8,88,4,99,0
76,31,313,2,29,25,1,3,62,99,1573,4,47,3,62,0
28,76,761,2,26,25,1,3,40,99,3636,8,46,1,30,0
28,76,761,1,31,25,1,1,30,99,3636,8,46,1,30,0
11,91,913,2,66,65,3,7,99,99,5408,4,89,7,99,0
11,93,933,2,66,65,3,5,99,99,6339,8,88,5,99,0
11,93,933,1,73,65,3,3,99,99,6339,8,88,5,99,0
28,76,763,1,80,65,3,2,99,99,3518,8,88,2,99,0
28,76,763,2,88,65,3,2,99,99,3518,8,88,2,99,0
11,91,912,1,61,50,3,4,99,99,5239,8,61,4,99,0
11,91,912,2,60,50,1,3,40,99,5239,8,61,4,99,0
76,34,341,1,82,65,1,6,20,99,2023,12,82,7,99,0
76,34,341,2,53,50,1,4,40,99,2023,12,82,7,99,0
76,34,341,2,78,65,3,7,99,99,2023,12,82,7,99,0
11,92,922,2,37,25,1,2,40,99,5877,8,45,4,40,0
11,92,922,1,38,25,1,4,40,99,5877,8,45,4,40,0
11,91,912,2,53,50,1,3,40,99,5261,9,59,3,40,0
11,91,912,1,58,50,1,4,62,99,5261,9,59,3,40,0
11,91,912,1,17,15,3,4,99,99,5261,9,59,3,40,0
28,50,501,2,86,65,3,3,99,99,2298,4,86,3,99,0
11,77,773,2,37,25,1,5,52,99,4370,4,37,5,52,0
76,11,113,1,63,50,3,5,99,99,111,4,63,5,99,0
76,31,313,1,86,65,3,3,99,99,1621,8,88,3,99,0
76,31,313,2,56,50,1,2,30,99,1621,8,88,3,99,0
11,93,932,1,63,50,1,1,30,99,6290,6,63,1,30,0
11,93,932,2,59,50,1,1,30,99,6290,6,63,1,30,0
76,31,313,2,77,65,3,3,99,99,1515,8,78,3,99,0
76,31,313,1,51,50,3,3,99,99,1515,8,78,3,99,0
11,94,943,1,88,65,3,4,99,99,7041,4,88,4,99,0
11,95,951,2,55,50,1,2,40,99,7506,12,64,3,40,0
